# Gaussmeter 3
# VISA Name: COM9
# Probe Type: 50
# Probe Serial Number: 60124     
# Field Compensation On: TRUE
# Field Range: 4
# Field Units: 2
# Auto Range On: TRUE
# Moving: FALSE
# x: 0.000000
# y: 0.000000
# z: 0.000000
#
time/F:x:y:z:B1:B1range:B2:B2range:B3:B3range:multi:temp1:temp2:temp3:temp4:temp5:temp6:temp7:temp8
0.001817	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.001976	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.001992	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.001979	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.002037	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.002096	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.002063	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.002124	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.002148	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.002194	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10.002214	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11.002237	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.002249	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13.002294	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14.002329	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15.001311	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16.001379	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17.001403	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18.001436	0.000000	0.000000	0.000000	NaN	0.000000	NaN	0.000000	1446.200000	4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
