0.000	-0.050	0.287	5502391.000
0.200	-0.006	0.287	5502991.000
0.400	0.033	0.288	5503391.000
0.600	0.104	0.287	5503791.000
0.800	-0.127	0.287	5504191.000
1.000	-0.149	0.288	5504591.000
1.200	0.132	0.287	5504991.000
1.400	-0.040	0.287	5505391.000
1.600	-0.110	0.288	5505791.000
1.800	-0.022	0.288	5506191.000
2.000	-0.212	0.286	5506591.000
2.200	-0.009	0.287	5506991.000
2.400	0.009	0.288	5507391.000
2.600	-0.204	0.287	5507791.000
2.800	0.000	0.288	5508391.000
3.000	0.011	0.288	5508791.000
3.200	-0.012	0.288	5509191.000
3.400	-0.006	0.288	5509591.000
3.600	0.037	0.288	5509991.000
3.800	-0.144	0.287	5510391.000
4.000	0.002	0.287	5510791.000
4.200	0.038	0.287	5511191.000
4.400	0.048	0.288	5511591.000
4.600	0.004	0.287	5511991.000
4.800	0.042	0.287	5512391.000
5.000	0.021	0.287	5512791.000
5.200	0.032	0.287	5513191.000
5.400	0.016	0.288	5513591.000
5.600	0.032	0.288	5514191.000
5.800	-0.201	0.286	5514591.000
6.000	0.308	0.287	5515191.000
6.200	0.078	0.287	5515591.000
6.400	-0.080	0.287	5515991.000
6.600	-0.194	0.287	5516391.000
6.800	-0.038	0.287	5516791.000
7.000	-0.015	0.286	5517191.000
7.200	0.112	0.287	5517591.000
7.400	0.211	0.287	5517991.000
7.600	0.690	0.287	5518391.000
7.800	-0.259	0.287	5518791.000
8.000	0.629	0.287	5519191.000
8.200	-0.201	0.288	5519791.000
8.400	-0.032	0.287	5520191.000
8.600	0.010	0.287	5520591.000
8.800	-0.004	0.288	5520991.000
9.000	-0.178	0.287	5521391.000
9.200	0.001	0.287	5521791.000
9.400	-0.176	0.287	5522191.000
9.600	0.031	0.287	5522591.000
9.800	0.017	0.287	5522991.000
10.000	0.001	0.288	5523391.000
10.200	0.010	0.288	5523991.000
10.400	0.024	0.287	5524391.000
10.600	-0.176	0.287	5524791.000
10.800	0.039	0.287	5525191.000
11.000	-0.082	0.287	5525591.000
11.200	0.032	0.288	5525991.000
11.400	0.029	0.288	5526391.000
11.600	0.010	0.286	5526791.000
11.800	-0.190	0.287	5527191.000
12.000	0.032	0.287	5527591.000
12.200	0.075	0.287	5527991.000
12.400	-0.223	0.288	5528391.000
12.600	-0.134	0.287	5528991.000
12.800	-0.248	0.287	5529591.000
13.000	-0.088	0.287	5529991.000
13.200	-0.097	0.288	5530391.000
13.400	-0.097	0.288	5530791.000
13.600	0.105	0.288	5531191.000
13.800	-0.029	0.287	5531591.000
14.000	-0.013	0.288	5531991.000
14.200	-0.072	0.287	5532391.000
14.400	-0.069	0.287	5532791.000
14.600	0.015	0.288	5533191.000
14.800	-0.102	0.288	5533591.000
15.000	-0.008	0.287	5533991.000
15.200	-0.016	0.287	5534391.000
15.400	0.025	0.287	5534791.000
15.600	-0.027	0.288	5535191.000
15.800	0.025	0.288	5535591.000
16.000	-0.206	0.287	5535991.000
16.200	0.040	0.287	5536391.000
16.400	0.039	0.287	5536791.000
16.600	0.037	0.287	5537191.000
16.800	0.051	0.287	5537591.000
17.000	0.029	0.287	5537991.000
