0.000000	3400.000000	0.000000	-0.090000
		1.000000	-0.089000
		2.000000	-0.089000
		3.000000	-0.090000
		4.000000	-0.090000
		5.000000	-0.090000
		6.000000	-0.090000
		7.000000	-0.090000
		8.000000	-0.090000
		9.000000	-0.090000
		10.000000	-0.090000
		11.000000	-0.090000
		12.000000	-0.090000
		13.000000	-0.090000
		14.000000	-0.090000
		15.000000	-0.090000
		16.000000	-0.090000
		17.000000	-0.090000
		18.000000	-0.090000
		19.000000	-0.090000
		20.000000	-0.089000
		21.000000	-0.089000
		22.000000	-0.089000
		23.000000	-0.089000
		24.000000	-0.089000
		25.000000	-0.090000
		26.000000	-0.089000
		27.000000	-0.090000
		28.000000	-0.090000
		29.000000	-0.089000
		30.000000	-0.090000
		31.000000	-0.090000
		32.000000	-0.090000
		33.000000	-0.090000
		34.000000	-0.090000
