0.000000	0.000000	0.000000	-0.090000
1.000000	100.000000	1.000000	-0.090000
2.000000	200.000000	2.000000	-0.090000
3.000000	300.000000	3.000000	-0.090000
4.000000	400.000000	4.000000	-0.090000
5.000000	500.000000	5.000000	-0.090000
6.000000	600.000000	6.000000	-0.090000
7.000000	700.000000	7.000000	-0.090000
8.000000	800.000000	8.000000	-0.090000
9.000000	900.000000	9.000000	-0.090000
10.000000	1000.000000	10.000000	-0.090000
11.000000	1100.000000	11.000000	-0.090000
12.000000	1200.000000	12.000000	-0.090000
13.000000	1300.000000	13.000000	-0.090000
14.000000	1400.000000	14.000000	-0.090000
15.000000	1500.000000	15.000000	-0.089000
16.000000	1600.000000	16.000000	-0.089000
17.000000	1700.000000	17.000000	-0.089000
18.000000	1800.000000	18.000000	-0.089000
19.000000	1900.000000	19.000000	-0.090000
20.000000	2000.000000	20.000000	-0.089000
21.000000	2100.000000	21.000000	-0.090000
22.000000	2200.000000	22.000000	-0.090000
23.000000	2300.000000	23.000000	-0.090000
24.000000	2400.000000	24.000000	-0.089000
25.000000	2500.000000	25.000000	-0.090000
26.000000	2600.000000	26.000000	-0.090000
27.000000	2700.000000	27.000000	-0.090000
28.000000	2800.000000	28.000000	-0.090000
29.000000	2900.000000	29.000000	-0.090000
30.000000	3000.000000	30.000000	-0.091000
31.000000	3100.000000	31.000000	-0.091000
32.000000	3200.000000	32.000000	-0.091000
33.000000	3300.000000	33.000000	-0.091000
34.000000	3400.000000	34.000000	-0.091000
35.000000	3500.000000	35.000000	-0.090000
36.000000	3600.000000	36.000000	-0.089000
37.000000	3700.000000	37.000000	-0.090000
38.000000	3800.000000	38.000000	-0.089000
39.000000	3900.000000	39.000000	-0.089000
40.000000	4000.000000	40.000000	-0.089000
41.000000	4100.000000	41.000000	-0.089000
42.000000	4200.000000	42.000000	-0.090000
43.000000	4300.000000	43.000000	-0.089000
44.000000	4400.000000	44.000000	-0.090000
45.000000	4500.000000	45.000000	-0.090000
46.000000	4600.000000	46.000000	-0.090000
47.000000	4700.000000	47.000000	-0.090000
48.000000	4800.000000	48.000000	-0.090000
49.000000	4900.000000	49.000000	-0.090000
50.000000	5000.000000	50.000000	-0.090000
51.000000	5100.000000	51.000000	-0.090000
52.000000	5200.000000	52.000000	-0.090000
53.000000	5300.000000	53.000000	-0.090000
54.000000	5400.000000	54.000000	-0.090000
55.000000	5500.000000	55.000000	-0.090000
56.000000	5600.000000	56.000000	-0.090000
57.000000	5700.000000	57.000000	-0.090000
58.000000	5800.000000	58.000000	-0.090000
59.000000	5900.000000	59.000000	-0.089000
60.000000	6000.000000	60.000000	-0.089000
61.000000	6100.000000	61.000000	-0.089000
62.000000	6200.000000	62.000000	-0.089000
63.000000	6300.000000	63.000000	-0.089000
64.000000	6400.000000	64.000000	-0.089000
65.000000	6500.000000	65.000000	-0.089000
66.000000	6600.000000	66.000000	-0.089000
67.000000	6700.000000	67.000000	-0.089000
68.000000	6800.000000	68.000000	-0.089000
69.000000	6900.000000	69.000000	-0.090000
70.000000	7000.000000	70.000000	-0.090000
71.000000	7100.000000	71.000000	-0.090000
