0.776	-0.001	-0.002
4.776	-0.001	-0.003
8.776	-0.001	-0.003
12.776	-0.001	-0.004
16.776	-0.001	-0.003
20.776	-0.001	-0.004
24.776	0.008	0.021
28.776	0.008	0.022
32.776	0.594	1.973
36.776	0.629	2.160
40.776	0.717	2.461
44.776	0.725	2.501
48.776	0.859	2.959
52.776	0.870	3.020
56.776	0.966	3.348
60.776	0.974	3.389
64.776	0.974	3.391
68.776	1.116	3.877
72.776	1.124	3.925
76.776	1.316	4.586
80.776	1.327	4.642
84.776	1.426	4.981
88.776	1.435	5.023
92.776	1.434	5.023
96.776	1.555	5.432
100.776	1.564	5.480
104.776	1.703	5.951
108.776	1.712	6.001
112.776	1.818	6.362
116.776	1.824	6.401
120.776	1.925	6.743
124.776	1.930	6.772
128.776	1.931	6.774
132.776	2.159	7.538
136.776	2.170	7.620
140.776	2.167	7.613
144.776	2.440	8.505
148.776	2.472	8.677
152.776	2.589	9.059
156.776	2.605	9.145
160.776	2.608	9.156
164.776	2.730	9.560
168.776	2.741	9.620
172.776	2.892	10.121
176.776	2.902	10.183
180.776	3.073	10.745
184.776	3.086	10.819
188.776	3.254	11.350
192.776	3.281	11.485
196.776	3.283	11.493
200.776	3.284	11.497
204.776	3.486	12.152
208.776	3.507	12.256
212.776	3.704	12.890
216.776	3.723	12.984
220.776	3.967	13.758
224.776	3.994	13.891
228.776	4.216	14.596
232.776	4.235	14.687
236.776	4.272	14.806
240.776	4.275	14.821
244.776	4.442	15.345
248.776	4.455	15.412
252.776	4.689	16.104
256.776	4.731	16.306
260.776	4.841	16.638
264.776	4.854	16.700
268.776	4.854	16.700
272.776	4.998	17.132
276.776	5.011	17.199
280.776	5.224	17.829
284.776	5.244	17.921
288.776	5.245	17.928
292.776	5.246	17.930
296.776	5.478	18.609
300.776	5.497	18.695
304.776	5.746	19.401
308.776	5.769	19.504
312.776	5.939	19.984
316.776	5.952	20.043
320.776	6.202	20.728
324.776	6.227	20.838
328.776	6.229	20.843
332.776	6.230	20.846
336.776	6.229	20.846
