0.000	0.023	0.287	5000437.000
0.333	0.015	0.288	5001103.000
0.667	0.024	0.288	5001769.000
1.000	0.049	0.288	5002435.000
1.333	0.055	0.287	5003101.000
1.667	0.065	0.288	5003767.000
2.000	0.054	0.288	5004433.000
2.333	0.056	0.287	5005099.000
2.667	0.044	0.288	5005765.000
3.000	0.004	0.288	5006431.000
3.333	-0.014	0.287	5007097.000
3.667	-0.009	0.289	5007763.000
4.000	0.028	0.287	5008429.000
4.333	-0.047	0.288	5009095.000
4.667	-0.042	0.288	5009761.000
5.000	-0.177	0.287	5010427.000
5.333	0.031	0.288	5011093.000
5.667	-0.138	0.287	5011759.000
