0.000	2.661
0.200	2.661
0.400	2.661
0.600	2.662
0.800	2.662
1.000	2.661
1.200	2.661
1.400	2.661
1.600	2.661
1.800	2.662
2.000	2.661
2.200	2.661
2.400	2.661
2.600	2.662
2.800	2.661
3.000	2.676
3.200	2.677
3.400	2.678
3.600	2.654
3.800	2.654
4.000	2.653
4.200	2.661
4.400	2.661
4.600	2.661
4.800	2.661
5.000	2.661
5.200	2.661
5.400	2.663
5.600	2.664
5.800	2.663
6.000	2.661
6.200	2.635
6.400	2.636
6.600	2.658
6.800	2.663
7.000	2.662
7.200	2.661
7.400	2.659
7.600	2.659
7.800	2.659
8.000	2.661
8.200	2.661
8.400	2.660
8.600	2.661
8.800	2.662
9.000	2.663
9.200	2.662
9.400	2.661
9.600	2.660
9.800	2.666
10.000	2.667
10.200	2.667
10.400	2.661
10.600	2.674
10.800	2.676
11.000	2.676
11.200	2.662
11.400	2.662
11.600	2.661
11.800	2.660
12.000	2.660
12.200	2.660
12.400	2.661
12.600	2.661
12.800	2.661
13.000	2.650
13.200	2.651
13.400	2.651
13.600	2.662
13.800	2.663
14.000	2.662
14.200	2.661
14.400	2.658
14.600	2.658
14.800	2.660
15.000	2.662
15.200	2.661
15.400	2.659
15.600	2.659
15.800	2.660
16.000	2.661
16.200	2.661
16.400	2.661
16.600	2.660
16.800	2.661
17.000	2.663
17.200	2.663
17.400	2.662
17.600	2.661
17.800	2.647
18.000	2.647
18.200	2.661
18.400	2.662
18.600	2.662
18.800	2.660
19.000	2.659
19.200	2.660
19.400	2.661
19.600	2.662
19.800	2.667
20.000	2.666
20.200	2.666
20.400	2.661
20.600	2.661
20.800	2.662
21.000	2.661
21.200	2.661
21.400	2.659
21.600	2.659
21.800	2.658
22.000	2.660
22.200	2.661
22.400	2.661
22.600	2.661
22.800	2.661
23.000	2.661
23.200	2.661
23.400	2.667
23.600	2.666
23.800	2.660
24.000	2.661
24.200	2.661
24.400	2.661
24.600	2.662
24.800	2.661
25.000	2.661
25.200	2.661
25.400	2.661
25.600	2.661
25.800	2.661
26.000	2.661
26.200	2.661
26.400	2.661
26.600	2.661
26.800	2.662
27.000	2.661
27.200	2.661
