0.010	28.310
0.110	28.310
0.210	28.310
0.310	28.291
0.410	28.291
0.510	28.291
0.610	28.291
0.710	28.291
0.810	28.278
0.910	28.278
1.010	28.278
1.110	28.278
1.210	28.278
1.310	28.277
1.410	28.277
1.510	28.277
1.610	28.277
1.710	28.277
1.810	28.278
1.910	28.278
2.010	28.278
2.110	28.278
2.210	28.278
2.310	28.275
2.410	28.275
2.510	28.275
2.610	28.275
2.710	28.275
2.810	28.274
2.910	28.274
3.010	28.274
3.110	28.274
3.210	28.274
3.310	28.295
3.410	28.295
3.510	28.295
3.610	28.295
3.710	28.295
3.810	28.271
3.910	28.271
4.010	28.271
4.110	28.271
4.210	28.271
4.310	28.269
4.410	28.269
4.510	28.269
4.610	28.269
4.710	28.269
4.810	28.265
4.910	28.265
5.010	28.265
5.110	28.265
5.210	28.265
5.310	28.264
5.410	28.264
5.510	28.264
5.610	28.264
5.710	28.264
5.810	28.262
5.910	28.262
6.010	28.262
6.110	28.262
6.210	28.262
6.310	28.259
