0.000	0.002	0.107	19680764.000
0.100	0.002	0.106	19681264.000
0.200	0.002	0.107	19681664.000
0.300	0.002	0.107	19682064.000
0.400	0.002	0.108	19682464.000
0.500	0.002	0.107	19682864.000
0.600	0.002	0.106	19683264.000
0.700	0.002	0.107	19683664.000
0.800	0.002	0.107	19684064.000
0.900	0.002	0.107	19684464.000
1.000	0.002	0.107	19684864.000
1.100	0.002	0.107	19685264.000
1.200	0.002	0.106	19685664.000
1.300	0.002	0.106	19686164.000
1.400	0.002	0.106	19686564.000
1.500	0.002	0.107	19686964.000
1.600	0.002	0.106	19687364.000
1.700	0.002	0.107	19687764.000
1.800	0.002	0.107	19688164.000
1.900	0.002	0.106	19688564.000
2.000	0.002	0.106	19688964.000
2.100	0.002	0.106	19689364.000
2.200	0.002	0.107	19689864.000
2.300	0.002	0.106	19690264.000
2.400	0.002	0.106	19690667.000
2.500	0.002	0.106	19691064.000
2.600	0.002	0.107	19691464.000
2.700	0.002	0.107	19691864.000
2.800	0.002	0.105	19692264.000
2.900	0.002	0.106	19692664.000
