0.000	0.412	0.287	5470189.000
0.200	-0.396	0.288	5470789.000
0.400	-0.148	0.288	5471189.000
0.600	-0.171	0.288	5471589.000
0.800	-0.110	0.288	5471989.000
1.000	-0.132	0.288	5472389.000
1.200	0.036	0.287	5472789.000
1.400	-0.084	0.286	5473189.000
1.600	-0.141	0.286	5473589.000
1.800	0.029	0.288	5473989.000
2.000	-0.096	0.288	5474389.000
2.200	-0.168	0.287	5474789.000
2.400	-0.105	0.287	5475189.000
2.600	-0.195	0.288	5475589.000
2.800	-0.093	0.287	5475989.000
3.000	0.009	0.287	5476389.000
3.200	-0.086	0.288	5476789.000
3.400	-0.151	0.288	5477189.000
3.600	0.035	0.288	5477589.000
3.800	-0.124	0.287	5478189.000
4.000	-0.173	0.287	5478589.000
4.200	-0.127	0.287	5478989.000
4.400	-0.028	0.288	5479389.000
4.600	-0.085	0.288	5479789.000
4.800	0.096	0.288	5480189.000
5.000	-0.173	0.287	5480589.000
5.200	0.267	0.288	5480989.000
5.400	-0.083	0.287	5481389.000
5.600	-0.230	0.287	5481989.000
5.800	-0.065	0.289	5482389.000
6.000	-0.216	0.287	5482789.000
6.200	-0.039	0.287	5483189.000
6.400	-0.241	0.287	5483589.000
6.600	-0.235	0.286	5483989.000
6.800	-0.185	0.287	5484389.000
7.000	-0.119	0.288	5484789.000
7.200	-0.203	0.286	5485189.000
7.400	0.098	0.287	5485589.000
7.600	0.097	0.287	5486189.000
7.800	0.382	0.288	5486589.000
8.000	-0.010	0.286	5487189.000
8.200	-0.283	0.286	5487589.000
8.400	0.238	0.288	5487989.000
8.600	0.030	0.287	5488389.000
8.800	-0.372	0.288	5488789.000
9.000	-0.215	0.288	5489189.000
9.200	-0.238	0.287	5489589.000
