0.000	0.016	0.288	4824966.000
0.333	0.021	0.287	4825632.000
0.667	0.010	0.288	4826298.000
1.000	-0.070	0.287	4826964.000
1.333	-0.082	0.287	4827630.000
1.667	-0.109	0.288	4828296.000
2.000	-0.118	0.288	4828962.000
2.333	-0.152	0.288	4829628.000
2.667	0.042	0.287	4830301.000
3.000	-0.185	0.288	4830960.000
3.333	-0.186	0.287	4831626.000
3.667	-0.176	0.287	4832292.000
4.000	-0.149	0.287	4832958.000
4.333	-0.082	0.288	4833624.000
4.667	-0.063	0.286	4834290.000
5.000	-0.289	0.287	4834956.000
5.333	0.157	0.287	4835622.000
5.667	0.012	0.288	4836288.000
6.000	0.028	0.286	4836954.000
6.333	0.053	0.287	4837620.000
6.667	0.055	0.288	4838286.000
7.000	0.058	0.286	4838952.000
7.333	0.055	0.288	4839618.000
7.667	0.033	0.287	4840284.000
8.000	0.025	0.288	4840950.000
8.333	-0.000	0.287	4841616.000
8.667	-0.016	0.288	4842282.000
9.000	-0.041	0.288	4842948.000
9.333	-0.022	0.287	4843615.000
9.667	-0.041	0.287	4844281.000
10.000	-0.096	0.287	4844946.000
10.333	-0.116	0.287	4845612.000
10.667	-0.131	0.287	4846278.000
