0.000000	-0.000000
0.000000	-0.010000
0.000000	-0.000000
0.000000	0.000000
0.000000	-0.000000
0.000000	-0.010000
0.000000	-0.000000
0.000000	-0.000000
0.000000	-0.020000
0.002000	-0.030000
0.004000	-0.030000
0.007000	-0.050000
0.013000	-0.080000
0.016000	-0.110000
0.024000	-0.130000
0.032000	-0.180000
0.041000	-0.220000
0.050000	-0.260000
0.060000	-0.290000
0.069000	-0.340000
0.080000	-0.380000
0.090000	-0.420000
0.094000	-0.460000
0.105000	-0.510000
0.114000	-0.540000
0.125000	-0.580000
0.135000	-0.630000
0.146000	-0.670000
0.157000	-0.720000
0.161000	-0.750000
0.172000	-0.800000
0.183000	-0.840000
0.192000	-0.880000
0.202000	-0.920000
0.212000	-0.970000
0.223000	-1.020000
0.233000	-1.060000
0.237000	-1.100000
0.248000	-1.140000
0.258000	-1.190000
0.268000	-1.240000
0.279000	-1.280000
0.289000	-1.320000
0.299000	-1.370000
0.310000	-1.410000
0.314000	-1.450000
0.325000	-1.500000
0.335000	-1.540000
0.345000	-1.600000
0.356000	-1.630000
0.366000	-1.680000
0.377000	-1.720000
0.388000	-1.770000
0.392000	-1.820000
0.403000	-1.850000
0.413000	-1.910000
0.423000	-1.950000
0.434000	-1.990000
0.445000	-2.030000
0.455000	-2.080000
0.465000	-2.120000
0.470000	-2.170000
0.481000	-2.210000
0.491000	-2.260000
0.501000	-2.310000
0.512000	-2.340000
0.522000	-2.390000
0.533000	-2.450000
0.543000	-2.490000
0.549000	-2.540000
0.559000	-2.580000
0.569000	-2.630000
0.580000	-2.670000
0.590000	-2.710000
0.601000	-2.760000
0.611000	-2.800000
0.622000	-2.850000
0.632000	-2.900000
0.637000	-2.950000
0.648000	-3.000000
0.658000	-3.040000
0.669000	-3.080000
0.680000	-3.130000
0.691000	-3.180000
0.701000	-3.220000
0.706000	-3.270000
0.716000	-3.320000
0.727000	-3.360000
0.737000	-3.410000
0.748000	-3.460000
0.759000	-3.500000
0.770000	-3.550000
0.779000	-3.610000
0.785000	-3.650000
0.796000	-3.700000
0.806000	-3.740000
0.817000	-3.800000
0.828000	-3.840000
0.838000	-3.880000
0.848000	-3.930000
0.859000	-3.990000
0.864000	-4.040000
0.874000	-4.080000
0.885000	-4.130000
0.896000	-4.180000
0.906000	-4.240000
0.918000	-4.280000
0.928000	-4.330000
0.939000	-4.380000
0.943000	-4.420000
0.953000	-4.470000
0.964000	-4.530000
0.975000	-4.580000
0.986000	-4.620000
0.996000	-4.680000
1.007000	-4.720000
1.018000	-4.780000
1.022000	-4.830000
1.033000	-4.880000
1.043000	-4.930000
1.054000	-4.980000
1.065000	-5.030000
1.075000	-5.080000
1.086000	-5.130000
1.097000	-5.190000
1.101000	-5.240000
1.112000	-5.300000
1.122000	-5.350000
1.133000	-5.400000
1.144000	-5.450000
1.154000	-5.500000
1.164000	-5.560000
1.176000	-5.610000
1.180000	-5.670000
1.191000	-5.720000
1.201000	-5.770000
1.212000	-5.830000
1.223000	-5.880000
1.234000	-5.930000
1.244000	-5.990000
1.255000	-6.060000
1.260000	-6.100000
1.271000	-6.160000
1.281000	-6.220000
1.291000	-6.270000
1.303000	-6.320000
1.313000	-6.380000
1.324000	-6.440000
1.335000	-6.490000
1.340000	-6.550000
1.350000	-6.610000
1.361000	-6.670000
1.371000	-6.730000
1.382000	-6.790000
1.393000	-6.850000
1.403000	-6.900000
1.414000	-6.960000
1.419000	-7.020000
1.430000	-7.090000
1.440000	-7.140000
1.450000	-7.190000
1.461000	-7.260000
1.472000	-7.330000
1.483000	-7.380000
1.493000	-7.440000
1.498000	-7.510000
1.508000	-7.570000
1.520000	-7.630000
1.531000	-7.710000
1.541000	-7.760000
1.551000	-7.830000
1.563000	-7.880000
1.573000	-7.960000
1.578000	-8.020000
1.589000	-8.080000
1.599000	-8.140000
1.609000	-8.220000
1.620000	-8.280000
1.631000	-8.340000
1.642000	-8.410000
1.652000	-8.490000
1.657000	-8.550000
1.668000	-8.620000
1.678000	-8.690000
1.689000	-8.760000
1.700000	-8.830000
1.710000	-8.890000
1.721000	-8.970000
1.732000	-9.030000
1.737000	-9.110000
1.748000	-9.180000
1.758000	-9.250000
